Locations: Source Locations
Name,     H-Coord,     X,    Y
LatLon02901, Lat-Long, 44.7890625, 6.046875
LatLon02902, Lat-Long, 44.7890625, 6.234375
LatLon02903, Lat-Long, 44.7890625, 6.421875
LatLon02904, Lat-Long, 44.7890625, 6.609375
LatLon02905, Lat-Long, 44.7890625, 6.796875
LatLon02906, Lat-Long, 44.7890625, 6.984375
LatLon02907, Lat-Long, 44.7890625, 7.171875
LatLon02908, Lat-Long, 44.7890625, 7.359375
LatLon02909, Lat-Long, 44.7890625, 7.546875
LatLon02910, Lat-Long, 44.7890625, 7.734375
LatLon02911, Lat-Long, 44.7890625, 7.921875
LatLon02912, Lat-Long, 44.7890625, 8.109375
LatLon02913, Lat-Long, 44.7890625, 8.296875
LatLon02914, Lat-Long, 44.7890625, 8.484375
LatLon02915, Lat-Long, 44.7890625, 8.671875
LatLon02916, Lat-Long, 44.7890625, 8.859375
LatLon02917, Lat-Long, 44.7890625, 9.046875
LatLon02918, Lat-Long, 44.7890625, 9.234375
LatLon02919, Lat-Long, 44.7890625, 9.421875
LatLon02920, Lat-Long, 44.7890625, 9.609375
LatLon02921, Lat-Long, 44.7890625, 9.796875
LatLon02922, Lat-Long, 44.7890625, 9.984375
LatLon02923, Lat-Long, 44.7890625, 10.171875
LatLon02924, Lat-Long, 44.7890625, 10.359375
LatLon02925, Lat-Long, 45.0703125, 1.921875
LatLon02926, Lat-Long, 45.0703125, 2.109375
LatLon02927, Lat-Long, 45.0703125, 2.296875
LatLon02928, Lat-Long, 45.0703125, 2.484375
LatLon02929, Lat-Long, 45.0703125, 2.671875
LatLon02930, Lat-Long, 45.0703125, 2.859375
LatLon02931, Lat-Long, 45.0703125, 3.046875
LatLon02932, Lat-Long, 45.0703125, 3.234375
LatLon02933, Lat-Long, 45.0703125, 3.421875
LatLon02934, Lat-Long, 45.0703125, 3.609375
LatLon02935, Lat-Long, 45.0703125, 3.796875
LatLon02936, Lat-Long, 45.0703125, 3.984375
LatLon02937, Lat-Long, 45.0703125, 4.171875
LatLon02938, Lat-Long, 45.0703125, 4.359375
LatLon02939, Lat-Long, 45.0703125, 4.546875
LatLon02940, Lat-Long, 45.0703125, 4.734375
LatLon02941, Lat-Long, 45.0703125, 4.921875
LatLon02942, Lat-Long, 45.0703125, 5.109375
LatLon02943, Lat-Long, 45.0703125, 5.296875
LatLon02944, Lat-Long, 45.0703125, 5.484375
LatLon02945, Lat-Long, 45.0703125, 5.671875
LatLon02946, Lat-Long, 45.0703125, 5.859375
LatLon02947, Lat-Long, 45.0703125, 6.046875
LatLon02948, Lat-Long, 45.0703125, 6.234375
LatLon02949, Lat-Long, 45.0703125, 6.421875
LatLon02950, Lat-Long, 45.0703125, 6.609375
LatLon02951, Lat-Long, 45.0703125, 6.796875
LatLon02952, Lat-Long, 45.0703125, 6.984375
LatLon02953, Lat-Long, 45.0703125, 7.171875
LatLon02954, Lat-Long, 45.0703125, 7.359375
LatLon02955, Lat-Long, 45.0703125, 7.546875
LatLon02956, Lat-Long, 45.0703125, 7.734375
LatLon02957, Lat-Long, 45.0703125, 7.921875
LatLon02958, Lat-Long, 45.0703125, 8.109375
LatLon02959, Lat-Long, 45.0703125, 8.296875
LatLon02960, Lat-Long, 45.0703125, 8.484375
LatLon02961, Lat-Long, 45.0703125, 8.671875
LatLon02962, Lat-Long, 45.0703125, 8.859375
LatLon02963, Lat-Long, 45.0703125, 9.046875
LatLon02964, Lat-Long, 45.0703125, 9.234375
LatLon02965, Lat-Long, 45.0703125, 9.421875
LatLon02966, Lat-Long, 45.0703125, 9.609375
LatLon02967, Lat-Long, 45.0703125, 9.796875
LatLon02968, Lat-Long, 45.0703125, 9.984375
LatLon02969, Lat-Long, 45.0703125, 10.171875
LatLon02970, Lat-Long, 45.0703125, 10.359375
LatLon02971, Lat-Long, 45.3515625, 2.109375
LatLon02972, Lat-Long, 45.3515625, 2.296875
LatLon02973, Lat-Long, 45.3515625, 2.484375
LatLon02974, Lat-Long, 45.3515625, 2.671875
LatLon02975, Lat-Long, 45.3515625, 2.859375
LatLon02976, Lat-Long, 45.3515625, 3.046875
LatLon02977, Lat-Long, 45.3515625, 3.234375
LatLon02978, Lat-Long, 45.3515625, 3.421875
LatLon02979, Lat-Long, 45.3515625, 3.609375
LatLon02980, Lat-Long, 45.3515625, 3.796875
LatLon02981, Lat-Long, 45.3515625, 3.984375
LatLon02982, Lat-Long, 45.3515625, 4.171875
LatLon02983, Lat-Long, 45.3515625, 4.359375
LatLon02984, Lat-Long, 45.3515625, 4.546875
LatLon02985, Lat-Long, 45.3515625, 4.734375
LatLon02986, Lat-Long, 45.3515625, 4.921875
LatLon02987, Lat-Long, 45.3515625, 5.109375
LatLon02988, Lat-Long, 45.3515625, 5.296875
LatLon02989, Lat-Long, 45.3515625, 5.484375
LatLon02990, Lat-Long, 45.3515625, 5.671875
LatLon02991, Lat-Long, 45.3515625, 5.859375
LatLon02992, Lat-Long, 45.3515625, 6.046875
LatLon02993, Lat-Long, 45.3515625, 6.234375
LatLon02994, Lat-Long, 45.3515625, 6.421875
LatLon02995, Lat-Long, 45.3515625, 6.609375
LatLon02996, Lat-Long, 45.3515625, 6.796875
LatLon02997, Lat-Long, 45.3515625, 6.984375
LatLon02998, Lat-Long, 45.3515625, 7.171875
LatLon02999, Lat-Long, 45.3515625, 7.359375
LatLon03000, Lat-Long, 45.3515625, 7.546875
LatLon03001, Lat-Long, 45.3515625, 7.734375
LatLon03002, Lat-Long, 45.3515625, 7.921875
LatLon03003, Lat-Long, 45.3515625, 8.109375
LatLon03004, Lat-Long, 45.3515625, 8.296875
LatLon03005, Lat-Long, 45.3515625, 8.484375
LatLon03006, Lat-Long, 45.3515625, 8.671875
LatLon03007, Lat-Long, 45.3515625, 8.859375
LatLon03008, Lat-Long, 45.3515625, 9.046875
LatLon03009, Lat-Long, 45.3515625, 9.234375
LatLon03010, Lat-Long, 45.3515625, 9.421875
LatLon03011, Lat-Long, 45.3515625, 9.609375
LatLon03012, Lat-Long, 45.3515625, 9.796875
LatLon03013, Lat-Long, 45.3515625, 9.984375
LatLon03014, Lat-Long, 45.3515625, 10.171875
LatLon03015, Lat-Long, 45.3515625, 10.359375
LatLon03016, Lat-Long, 45.3515625, 10.546875
LatLon03017, Lat-Long, 45.6328125, 2.296875
LatLon03018, Lat-Long, 45.6328125, 2.484375
LatLon03019, Lat-Long, 45.6328125, 2.671875
LatLon03020, Lat-Long, 45.6328125, 2.859375
LatLon03021, Lat-Long, 45.6328125, 3.046875
LatLon03022, Lat-Long, 45.6328125, 3.234375
LatLon03023, Lat-Long, 45.6328125, 3.421875
LatLon03024, Lat-Long, 45.6328125, 3.609375
LatLon03025, Lat-Long, 45.6328125, 3.796875
LatLon03026, Lat-Long, 45.6328125, 3.984375
LatLon03027, Lat-Long, 45.6328125, 4.171875
LatLon03028, Lat-Long, 45.6328125, 4.359375
LatLon03029, Lat-Long, 45.6328125, 4.546875
LatLon03030, Lat-Long, 45.6328125, 4.734375
LatLon03031, Lat-Long, 45.6328125, 4.921875
LatLon03032, Lat-Long, 45.6328125, 5.109375
LatLon03033, Lat-Long, 45.6328125, 5.296875
LatLon03034, Lat-Long, 45.6328125, 5.484375
LatLon03035, Lat-Long, 45.6328125, 5.671875
LatLon03036, Lat-Long, 45.6328125, 5.859375
LatLon03037, Lat-Long, 45.6328125, 6.046875
LatLon03038, Lat-Long, 45.6328125, 6.234375
LatLon03039, Lat-Long, 45.6328125, 6.421875
LatLon03040, Lat-Long, 45.6328125, 6.609375
LatLon03041, Lat-Long, 45.6328125, 6.796875
LatLon03042, Lat-Long, 45.6328125, 6.984375
LatLon03043, Lat-Long, 45.6328125, 7.171875
LatLon03044, Lat-Long, 45.6328125, 7.359375
LatLon03045, Lat-Long, 45.6328125, 7.546875
LatLon03046, Lat-Long, 45.6328125, 7.734375
LatLon03047, Lat-Long, 45.6328125, 7.921875
LatLon03048, Lat-Long, 45.6328125, 8.109375
LatLon03049, Lat-Long, 45.6328125, 8.296875
LatLon03050, Lat-Long, 45.6328125, 8.484375
LatLon03051, Lat-Long, 45.6328125, 8.671875
LatLon03052, Lat-Long, 45.6328125, 8.859375
LatLon03053, Lat-Long, 45.6328125, 9.046875
LatLon03054, Lat-Long, 45.6328125, 9.234375
LatLon03055, Lat-Long, 45.6328125, 9.421875
LatLon03056, Lat-Long, 45.6328125, 9.609375
LatLon03057, Lat-Long, 45.6328125, 9.796875
LatLon03058, Lat-Long, 45.6328125, 9.984375
LatLon03059, Lat-Long, 45.6328125, 10.171875
LatLon03060, Lat-Long, 45.6328125, 10.359375
LatLon03061, Lat-Long, 45.6328125, 10.546875
LatLon03062, Lat-Long, 45.6328125, 10.734375
LatLon03063, Lat-Long, 45.9140625, 2.484375
LatLon03064, Lat-Long, 45.9140625, 2.671875
LatLon03065, Lat-Long, 45.9140625, 2.859375
LatLon03066, Lat-Long, 45.9140625, 3.046875
LatLon03067, Lat-Long, 45.9140625, 3.234375
LatLon03068, Lat-Long, 45.9140625, 3.421875
LatLon03069, Lat-Long, 45.9140625, 3.609375
LatLon03070, Lat-Long, 45.9140625, 3.796875
LatLon03071, Lat-Long, 45.9140625, 3.984375
LatLon03072, Lat-Long, 45.9140625, 4.171875
LatLon03073, Lat-Long, 45.9140625, 4.359375
LatLon03074, Lat-Long, 45.9140625, 4.546875
LatLon03075, Lat-Long, 45.9140625, 4.734375
LatLon03076, Lat-Long, 45.9140625, 4.921875
LatLon03077, Lat-Long, 45.9140625, 5.109375
LatLon03078, Lat-Long, 45.9140625, 5.296875
LatLon03079, Lat-Long, 45.9140625, 5.484375
LatLon03080, Lat-Long, 45.9140625, 5.671875
LatLon03081, Lat-Long, 45.9140625, 5.859375
LatLon03082, Lat-Long, 45.9140625, 6.046875
LatLon03083, Lat-Long, 45.9140625, 6.234375
LatLon03084, Lat-Long, 45.9140625, 6.421875
LatLon03085, Lat-Long, 45.9140625, 6.609375
LatLon03086, Lat-Long, 45.9140625, 6.796875
LatLon03087, Lat-Long, 45.9140625, 6.984375
LatLon03088, Lat-Long, 45.9140625, 7.171875
LatLon03089, Lat-Long, 45.9140625, 7.359375
LatLon03090, Lat-Long, 45.9140625, 7.546875
LatLon03091, Lat-Long, 45.9140625, 7.734375
LatLon03092, Lat-Long, 45.9140625, 7.921875
LatLon03093, Lat-Long, 45.9140625, 8.109375
LatLon03094, Lat-Long, 45.9140625, 8.296875
LatLon03095, Lat-Long, 45.9140625, 8.484375
LatLon03096, Lat-Long, 45.9140625, 8.671875
LatLon03097, Lat-Long, 45.9140625, 8.859375
LatLon03098, Lat-Long, 45.9140625, 9.046875
LatLon03099, Lat-Long, 45.9140625, 9.234375
LatLon03100, Lat-Long, 45.9140625, 9.421875
LatLon03101, Lat-Long, 45.9140625, 9.609375
LatLon03102, Lat-Long, 45.9140625, 9.796875
LatLon03103, Lat-Long, 45.9140625, 9.984375
LatLon03104, Lat-Long, 45.9140625, 10.171875
LatLon03105, Lat-Long, 45.9140625, 10.359375
LatLon03106, Lat-Long, 45.9140625, 10.546875
LatLon03107, Lat-Long, 45.9140625, 10.734375
LatLon03108, Lat-Long, 46.1953125, 2.671875
LatLon03109, Lat-Long, 46.1953125, 2.859375
LatLon03110, Lat-Long, 46.1953125, 3.046875
LatLon03111, Lat-Long, 46.1953125, 3.234375
LatLon03112, Lat-Long, 46.1953125, 3.421875
LatLon03113, Lat-Long, 46.1953125, 3.609375
LatLon03114, Lat-Long, 46.1953125, 3.796875
LatLon03115, Lat-Long, 46.1953125, 3.984375
LatLon03116, Lat-Long, 46.1953125, 4.171875
LatLon03117, Lat-Long, 46.1953125, 4.359375
LatLon03118, Lat-Long, 46.1953125, 4.546875
LatLon03119, Lat-Long, 46.1953125, 4.734375
LatLon03120, Lat-Long, 46.1953125, 4.921875
LatLon03121, Lat-Long, 46.1953125, 5.109375
LatLon03122, Lat-Long, 46.1953125, 5.296875
LatLon03123, Lat-Long, 46.1953125, 5.484375
LatLon03124, Lat-Long, 46.1953125, 5.671875
LatLon03125, Lat-Long, 46.1953125, 5.859375
LatLon03126, Lat-Long, 46.1953125, 6.046875
LatLon03127, Lat-Long, 46.1953125, 6.234375
LatLon03128, Lat-Long, 46.1953125, 6.421875
LatLon03129, Lat-Long, 46.1953125, 6.609375
LatLon03130, Lat-Long, 46.1953125, 6.796875
LatLon03131, Lat-Long, 46.1953125, 6.984375
LatLon03132, Lat-Long, 46.1953125, 7.171875
LatLon03133, Lat-Long, 46.1953125, 7.359375
LatLon03134, Lat-Long, 46.1953125, 7.546875
LatLon03135, Lat-Long, 46.1953125, 7.734375
LatLon03136, Lat-Long, 46.1953125, 7.921875
LatLon03137, Lat-Long, 46.1953125, 8.109375
LatLon03138, Lat-Long, 46.1953125, 8.296875
LatLon03139, Lat-Long, 46.1953125, 8.484375
LatLon03140, Lat-Long, 46.1953125, 8.671875
LatLon03141, Lat-Long, 46.1953125, 8.859375
LatLon03142, Lat-Long, 46.1953125, 9.046875
LatLon03143, Lat-Long, 46.1953125, 9.234375
LatLon03144, Lat-Long, 46.1953125, 9.421875
LatLon03145, Lat-Long, 46.1953125, 9.609375
LatLon03146, Lat-Long, 46.1953125, 9.796875
LatLon03147, Lat-Long, 46.1953125, 9.984375
LatLon03148, Lat-Long, 46.1953125, 10.171875
LatLon03149, Lat-Long, 46.1953125, 10.359375
LatLon03150, Lat-Long, 46.1953125, 10.546875
LatLon03151, Lat-Long, 46.1953125, 10.734375
LatLon03152, Lat-Long, 46.4765625, 3.046875
LatLon03153, Lat-Long, 46.4765625, 3.234375
LatLon03154, Lat-Long, 46.4765625, 3.421875
LatLon03155, Lat-Long, 46.4765625, 3.609375
LatLon03156, Lat-Long, 46.4765625, 3.796875
LatLon03157, Lat-Long, 46.4765625, 3.984375
LatLon03158, Lat-Long, 46.4765625, 4.171875
LatLon03159, Lat-Long, 46.4765625, 4.359375
LatLon03160, Lat-Long, 46.4765625, 4.546875
LatLon03161, Lat-Long, 46.4765625, 4.734375
LatLon03162, Lat-Long, 46.4765625, 4.921875
LatLon03163, Lat-Long, 46.4765625, 5.109375
LatLon03164, Lat-Long, 46.4765625, 5.296875
LatLon03165, Lat-Long, 46.4765625, 5.484375
LatLon03166, Lat-Long, 46.4765625, 5.671875
LatLon03167, Lat-Long, 46.4765625, 5.859375
LatLon03168, Lat-Long, 46.4765625, 6.046875
LatLon03169, Lat-Long, 46.4765625, 6.234375
LatLon03170, Lat-Long, 46.4765625, 6.421875
LatLon03171, Lat-Long, 46.4765625, 6.609375
LatLon03172, Lat-Long, 46.4765625, 6.796875
LatLon03173, Lat-Long, 46.4765625, 6.984375
LatLon03174, Lat-Long, 46.4765625, 7.171875
LatLon03175, Lat-Long, 46.4765625, 7.359375
LatLon03176, Lat-Long, 46.4765625, 7.546875
LatLon03177, Lat-Long, 46.4765625, 7.734375
LatLon03178, Lat-Long, 46.4765625, 7.921875
LatLon03179, Lat-Long, 46.4765625, 8.109375
LatLon03180, Lat-Long, 46.4765625, 8.296875
LatLon03181, Lat-Long, 46.4765625, 8.484375
LatLon03182, Lat-Long, 46.4765625, 8.671875
LatLon03183, Lat-Long, 46.4765625, 8.859375
LatLon03184, Lat-Long, 46.4765625, 9.046875
LatLon03185, Lat-Long, 46.4765625, 9.234375
LatLon03186, Lat-Long, 46.4765625, 9.421875
LatLon03187, Lat-Long, 46.4765625, 9.609375
LatLon03188, Lat-Long, 46.4765625, 9.796875
LatLon03189, Lat-Long, 46.4765625, 9.984375
LatLon03190, Lat-Long, 46.4765625, 10.171875
LatLon03191, Lat-Long, 46.4765625, 10.359375
LatLon03192, Lat-Long, 46.4765625, 10.546875
LatLon03193, Lat-Long, 46.7578125, 3.234375
LatLon03194, Lat-Long, 46.7578125, 3.421875
LatLon03195, Lat-Long, 46.7578125, 3.609375
LatLon03196, Lat-Long, 46.7578125, 3.796875
LatLon03197, Lat-Long, 46.7578125, 3.984375
LatLon03198, Lat-Long, 46.7578125, 4.171875
LatLon03199, Lat-Long, 46.7578125, 4.359375
LatLon03200, Lat-Long, 46.7578125, 4.546875
LatLon03201, Lat-Long, 46.7578125, 4.734375
LatLon03202, Lat-Long, 46.7578125, 4.921875
LatLon03203, Lat-Long, 46.7578125, 5.109375
LatLon03204, Lat-Long, 46.7578125, 5.296875
LatLon03205, Lat-Long, 46.7578125, 5.484375
LatLon03206, Lat-Long, 46.7578125, 5.671875
LatLon03207, Lat-Long, 46.7578125, 5.859375
LatLon03208, Lat-Long, 46.7578125, 6.046875
LatLon03209, Lat-Long, 46.7578125, 6.234375
LatLon03210, Lat-Long, 46.7578125, 6.421875
LatLon03211, Lat-Long, 46.7578125, 6.609375
LatLon03212, Lat-Long, 46.7578125, 6.796875
LatLon03213, Lat-Long, 46.7578125, 6.984375
LatLon03214, Lat-Long, 46.7578125, 7.171875
LatLon03215, Lat-Long, 46.7578125, 7.359375
LatLon03216, Lat-Long, 46.7578125, 7.546875
LatLon03217, Lat-Long, 46.7578125, 7.734375
LatLon03218, Lat-Long, 46.7578125, 7.921875
LatLon03219, Lat-Long, 46.7578125, 8.109375
LatLon03220, Lat-Long, 46.7578125, 8.296875
LatLon03221, Lat-Long, 46.7578125, 8.484375
LatLon03222, Lat-Long, 46.7578125, 8.671875
LatLon03223, Lat-Long, 46.7578125, 8.859375
LatLon03224, Lat-Long, 46.7578125, 9.046875
LatLon03225, Lat-Long, 46.7578125, 9.234375
LatLon03226, Lat-Long, 46.7578125, 9.421875
LatLon03227, Lat-Long, 46.7578125, 9.609375
LatLon03228, Lat-Long, 46.7578125, 9.796875
LatLon03229, Lat-Long, 46.7578125, 9.984375
LatLon03230, Lat-Long, 46.7578125, 10.171875
LatLon03231, Lat-Long, 46.7578125, 10.359375
LatLon03232, Lat-Long, 46.7578125, 10.546875
LatLon03233, Lat-Long, 46.7578125, 10.734375
LatLon03234, Lat-Long, 47.0390625, 3.609375
LatLon03235, Lat-Long, 47.0390625, 3.796875
LatLon03236, Lat-Long, 47.0390625, 3.984375
LatLon03237, Lat-Long, 47.0390625, 4.171875
LatLon03238, Lat-Long, 47.0390625, 4.359375
LatLon03239, Lat-Long, 47.0390625, 4.546875
LatLon03240, Lat-Long, 47.0390625, 4.734375
LatLon03241, Lat-Long, 47.0390625, 4.921875
LatLon03242, Lat-Long, 47.0390625, 5.109375
LatLon03243, Lat-Long, 47.0390625, 5.296875
LatLon03244, Lat-Long, 47.0390625, 5.484375
LatLon03245, Lat-Long, 47.0390625, 5.671875
LatLon03246, Lat-Long, 47.0390625, 5.859375
LatLon03247, Lat-Long, 47.0390625, 6.046875
LatLon03248, Lat-Long, 47.0390625, 6.234375
LatLon03249, Lat-Long, 47.0390625, 6.421875
LatLon03250, Lat-Long, 47.0390625, 6.609375
LatLon03251, Lat-Long, 47.0390625, 6.796875
LatLon03252, Lat-Long, 47.0390625, 6.984375
LatLon03253, Lat-Long, 47.0390625, 7.171875
LatLon03254, Lat-Long, 47.0390625, 7.359375
LatLon03255, Lat-Long, 47.0390625, 7.546875
LatLon03256, Lat-Long, 47.0390625, 7.734375
LatLon03257, Lat-Long, 47.0390625, 7.921875
LatLon03258, Lat-Long, 47.0390625, 8.109375
LatLon03259, Lat-Long, 47.0390625, 8.296875
LatLon03260, Lat-Long, 47.0390625, 8.484375
LatLon03261, Lat-Long, 47.0390625, 8.671875
LatLon03262, Lat-Long, 47.0390625, 8.859375
LatLon03263, Lat-Long, 47.0390625, 9.046875
LatLon03264, Lat-Long, 47.0390625, 9.234375
LatLon03265, Lat-Long, 47.0390625, 9.421875
LatLon03266, Lat-Long, 47.0390625, 9.609375
LatLon03267, Lat-Long, 47.0390625, 9.796875
LatLon03268, Lat-Long, 47.0390625, 9.984375
LatLon03269, Lat-Long, 47.0390625, 10.171875
LatLon03270, Lat-Long, 47.0390625, 10.359375
LatLon03271, Lat-Long, 47.0390625, 10.546875
LatLon03272, Lat-Long, 47.0390625, 10.734375
LatLon03273, Lat-Long, 47.0390625, 10.921875
LatLon03274, Lat-Long, 47.3203125, 3.796875
LatLon03275, Lat-Long, 47.3203125, 3.984375
LatLon03276, Lat-Long, 47.3203125, 4.171875
LatLon03277, Lat-Long, 47.3203125, 4.359375
LatLon03278, Lat-Long, 47.3203125, 4.546875
LatLon03279, Lat-Long, 47.3203125, 4.734375
LatLon03280, Lat-Long, 47.3203125, 4.921875
LatLon03281, Lat-Long, 47.3203125, 5.109375
LatLon03282, Lat-Long, 47.3203125, 5.296875
LatLon03283, Lat-Long, 47.3203125, 5.484375
LatLon03284, Lat-Long, 47.3203125, 5.671875
LatLon03285, Lat-Long, 47.3203125, 5.859375
LatLon03286, Lat-Long, 47.3203125, 6.046875
LatLon03287, Lat-Long, 47.3203125, 6.234375
LatLon03288, Lat-Long, 47.3203125, 6.421875
LatLon03289, Lat-Long, 47.3203125, 6.609375
LatLon03290, Lat-Long, 47.3203125, 6.796875
LatLon03291, Lat-Long, 47.3203125, 6.984375
LatLon03292, Lat-Long, 47.3203125, 7.171875
LatLon03293, Lat-Long, 47.3203125, 7.359375
LatLon03294, Lat-Long, 47.3203125, 7.546875
LatLon03295, Lat-Long, 47.3203125, 7.734375
LatLon03296, Lat-Long, 47.3203125, 7.921875
LatLon03297, Lat-Long, 47.3203125, 8.109375
LatLon03298, Lat-Long, 47.3203125, 8.296875
LatLon03299, Lat-Long, 47.3203125, 8.484375
LatLon03300, Lat-Long, 47.3203125, 8.671875
LatLon03301, Lat-Long, 47.3203125, 8.859375
LatLon03302, Lat-Long, 47.3203125, 9.046875
LatLon03303, Lat-Long, 47.3203125, 9.234375
LatLon03304, Lat-Long, 47.3203125, 9.421875
LatLon03305, Lat-Long, 47.3203125, 9.609375
LatLon03306, Lat-Long, 47.3203125, 9.796875
LatLon03307, Lat-Long, 47.3203125, 9.984375
LatLon03308, Lat-Long, 47.3203125, 10.171875
LatLon03309, Lat-Long, 47.3203125, 10.359375
LatLon03310, Lat-Long, 47.3203125, 10.546875
LatLon03311, Lat-Long, 47.3203125, 10.734375
LatLon03312, Lat-Long, 47.3203125, 10.921875
LatLon03313, Lat-Long, 47.3203125, 11.109375
LatLon03314, Lat-Long, 47.6015625, 4.171875
LatLon03315, Lat-Long, 47.6015625, 4.359375
LatLon03316, Lat-Long, 47.6015625, 4.546875
LatLon03317, Lat-Long, 47.6015625, 4.734375
LatLon03318, Lat-Long, 47.6015625, 4.921875
LatLon03319, Lat-Long, 47.6015625, 5.109375
LatLon03320, Lat-Long, 47.6015625, 5.296875
LatLon03321, Lat-Long, 47.6015625, 5.484375
LatLon03322, Lat-Long, 47.6015625, 5.671875
LatLon03323, Lat-Long, 47.6015625, 5.859375
LatLon03324, Lat-Long, 47.6015625, 6.046875
LatLon03325, Lat-Long, 47.6015625, 6.234375
LatLon03326, Lat-Long, 47.6015625, 6.421875
LatLon03327, Lat-Long, 47.6015625, 6.609375
LatLon03328, Lat-Long, 47.6015625, 6.796875
LatLon03329, Lat-Long, 47.6015625, 6.984375
LatLon03330, Lat-Long, 47.6015625, 7.171875
LatLon03331, Lat-Long, 47.6015625, 7.359375
LatLon03332, Lat-Long, 47.6015625, 7.546875
LatLon03333, Lat-Long, 47.6015625, 7.734375
LatLon03334, Lat-Long, 47.6015625, 7.921875
LatLon03335, Lat-Long, 47.6015625, 8.109375
LatLon03336, Lat-Long, 47.6015625, 8.296875
LatLon03337, Lat-Long, 47.6015625, 8.484375
LatLon03338, Lat-Long, 47.6015625, 8.671875
LatLon03339, Lat-Long, 47.6015625, 8.859375
LatLon03340, Lat-Long, 47.6015625, 9.046875
LatLon03341, Lat-Long, 47.6015625, 9.234375
LatLon03342, Lat-Long, 47.6015625, 9.421875
LatLon03343, Lat-Long, 47.6015625, 9.609375
LatLon03344, Lat-Long, 47.6015625, 9.796875
LatLon03345, Lat-Long, 47.6015625, 9.984375
LatLon03346, Lat-Long, 47.6015625, 10.171875
LatLon03347, Lat-Long, 47.6015625, 10.359375
LatLon03348, Lat-Long, 47.6015625, 10.546875
LatLon03349, Lat-Long, 47.6015625, 10.734375
LatLon03350, Lat-Long, 47.6015625, 10.921875
LatLon03351, Lat-Long, 47.6015625, 11.109375
LatLon03352, Lat-Long, 47.8828125, 4.546875
LatLon03353, Lat-Long, 47.8828125, 4.734375
LatLon03354, Lat-Long, 47.8828125, 4.921875
LatLon03355, Lat-Long, 47.8828125, 5.109375
LatLon03356, Lat-Long, 47.8828125, 5.296875
LatLon03357, Lat-Long, 47.8828125, 5.484375
LatLon03358, Lat-Long, 47.8828125, 5.671875
LatLon03359, Lat-Long, 47.8828125, 5.859375
LatLon03360, Lat-Long, 47.8828125, 6.046875
LatLon03361, Lat-Long, 47.8828125, 6.234375
LatLon03362, Lat-Long, 47.8828125, 6.421875
LatLon03363, Lat-Long, 47.8828125, 6.609375
LatLon03364, Lat-Long, 47.8828125, 6.796875
LatLon03365, Lat-Long, 47.8828125, 6.984375
LatLon03366, Lat-Long, 47.8828125, 7.171875
LatLon03367, Lat-Long, 47.8828125, 7.359375
LatLon03368, Lat-Long, 47.8828125, 7.546875
LatLon03369, Lat-Long, 47.8828125, 7.734375
LatLon03370, Lat-Long, 47.8828125, 7.921875
LatLon03371, Lat-Long, 47.8828125, 8.109375
LatLon03372, Lat-Long, 47.8828125, 8.296875
LatLon03373, Lat-Long, 47.8828125, 8.484375
LatLon03374, Lat-Long, 47.8828125, 8.671875
LatLon03375, Lat-Long, 47.8828125, 8.859375
LatLon03376, Lat-Long, 47.8828125, 9.046875
LatLon03377, Lat-Long, 47.8828125, 9.234375
LatLon03378, Lat-Long, 47.8828125, 9.421875
LatLon03379, Lat-Long, 47.8828125, 9.609375
LatLon03380, Lat-Long, 47.8828125, 9.796875
LatLon03381, Lat-Long, 47.8828125, 9.984375
LatLon03382, Lat-Long, 47.8828125, 10.171875
LatLon03383, Lat-Long, 47.8828125, 10.359375
LatLon03384, Lat-Long, 47.8828125, 10.546875
LatLon03385, Lat-Long, 47.8828125, 10.734375
LatLon03386, Lat-Long, 47.8828125, 10.921875
LatLon03387, Lat-Long, 47.8828125, 11.109375
LatLon03388, Lat-Long, 48.1640625, 4.921875
LatLon03389, Lat-Long, 48.1640625, 5.109375
LatLon03390, Lat-Long, 48.1640625, 5.296875
LatLon03391, Lat-Long, 48.1640625, 5.484375
LatLon03392, Lat-Long, 48.1640625, 5.671875
LatLon03393, Lat-Long, 48.1640625, 5.859375
LatLon03394, Lat-Long, 48.1640625, 6.046875
LatLon03395, Lat-Long, 48.1640625, 6.234375
LatLon03396, Lat-Long, 48.1640625, 6.421875
LatLon03397, Lat-Long, 48.1640625, 6.609375
LatLon03398, Lat-Long, 48.1640625, 6.796875
LatLon03399, Lat-Long, 48.1640625, 6.984375
LatLon03400, Lat-Long, 48.1640625, 7.171875
LatLon03401, Lat-Long, 48.1640625, 7.359375
LatLon03402, Lat-Long, 48.1640625, 7.546875
LatLon03403, Lat-Long, 48.1640625, 7.734375
LatLon03404, Lat-Long, 48.1640625, 7.921875
LatLon03405, Lat-Long, 48.1640625, 8.109375
LatLon03406, Lat-Long, 48.1640625, 8.296875
LatLon03407, Lat-Long, 48.1640625, 8.484375
LatLon03408, Lat-Long, 48.1640625, 8.671875
LatLon03409, Lat-Long, 48.1640625, 8.859375
LatLon03410, Lat-Long, 48.1640625, 9.046875
LatLon03411, Lat-Long, 48.1640625, 9.234375
LatLon03412, Lat-Long, 48.1640625, 9.421875
LatLon03413, Lat-Long, 48.1640625, 9.609375
LatLon03414, Lat-Long, 48.1640625, 9.796875
LatLon03415, Lat-Long, 48.1640625, 9.984375
LatLon03416, Lat-Long, 48.1640625, 10.171875
LatLon03417, Lat-Long, 48.1640625, 10.359375
